THA94670K6R2128AF,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,22,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K6P2128AH,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,19,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K6V2128AB,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,16,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K6T2128AD,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,13,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K652128A1,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,10,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K632128A3,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,7,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K692128AX,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,4,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K672128AZ,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,2,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K7P2128AE,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,5,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K7R2128AC,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,8,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
